year,region,sport,sport category,medal
2000,Russia,Swimming,Aquatics,
2014,Russia,Nordic Combined,Skiing Events,
2004,Russia,Fencing,Miscellaneous,Bronze
2008,Russia,Fencing,Miscellaneous,
2008,Russia,Fencing,Miscellaneous,
2012,Russia,Fencing,Miscellaneous,
2012,Russia,Fencing,Miscellaneous,
2016,Russia,Fencing,Miscellaneous,
1956,Russia,Speed Skating,Skating,
1956,Russia,Speed Skating,Skating,
1976,Russia,Rowing,Paddling Sports,Silver
1992,Russia,Handball,Team Sports,Gold
2016,Belarus,Athletics,Multi-Discipline,
2002,Kazakhstan,Ice Hockey,Skating,
2016,Ukraine,Athletics,Multi-Discipline,
2008,Russia,Athletics,Multi-Discipline,
1968,Russia,Wrestling,Combat Sports,Silver
1972,Russia,Wrestling,Combat Sports,Silver
2012,Ukraine,Athletics,Multi-Discipline,
2014,Russia,Alpine Skiing,Skiing Events,
2014,Russia,Alpine Skiing,Skiing Events,
2014,Russia,Alpine Skiing,Skiing Events,
1924,Russia,Art Competitions,Miscellaneous,
1980,Russia,Athletics,Multi-Discipline,
1912,Russia,Football,Team Sports,
1980,Russia,Athletics,Multi-Discipline,
2000,Russia,Volleyball,Team Sports,Silver
2000,Kazakhstan,Cycling,Cycling,
2004,Kazakhstan,Cycling,Cycling,
1992,Russia,Cycling,Cycling,
1996,Ukraine,Cycling,Cycling,
2000,Ukraine,Cycling,Cycling,
2000,Ukraine,Cycling,Cycling,
2004,Ukraine,Cycling,Cycling,
2004,Ukraine,Cycling,Cycling,
1972,Russia,Sailing,Water Sports,
2012,Kazakhstan,Rowing,Paddling Sports,
2016,Kazakhstan,Rowing,Paddling Sports,
1998,Ukraine,Short Track Speed Skating,Skating,
1998,Ukraine,Short Track Speed Skating,Skating,
1988,Russia,Cycling,Cycling,
2008,Kazakhstan,Handball,Team Sports,
1992,Russia,Swimming,Aquatics,
1992,Russia,Swimming,Aquatics,
1988,Russia,Basketball,Team Sports,Bronze
1964,Ukraine,Swimming,Aquatics,
2002,Ukraine,Biathlon,Skiing Events,
2000,Kazakhstan,Shooting,Target Sports,
2002,Russia,Speed Skating,Skating,
2002,Russia,Speed Skating,Skating,
2002,Russia,Speed Skating,Skating,
2006,Russia,Speed Skating,Skating,
2006,Russia,Speed Skating,Skating,
1972,Russia,Football,Team Sports,Bronze
1976,Belarus,Athletics,Multi-Discipline,
1980,Belarus,Rowing,Paddling Sports,Silver
1988,Belarus,Rowing,Paddling Sports,Bronze
1992,Russia,Luge,Sliding,
1994,Ukraine,Luge,Sliding,
1998,Ukraine,Luge,Sliding,
2006,Ukraine,Luge,Sliding,
2010,Ukraine,Luge,Sliding,
1972,Russia,Ice Hockey,Skating,Gold
1976,Russia,Ice Hockey,Skating,Gold
1960,Russia,Ice Hockey,Skating,Bronze
1964,Russia,Ice Hockey,Skating,Gold
1996,Russia,Badminton,Racquet Sports,
1996,Russia,Badminton,Racquet Sports,
1996,Russia,Badminton,Racquet Sports,
2000,Russia,Badminton,Racquet Sports,
2000,Russia,Badminton,Racquet Sports,
2004,Russia,Badminton,Racquet Sports,
1996,Belarus,Archery,Target Sports,
1980,Russia,Luge,Sliding,
2016,Russia,Boxing,Combat Sports,
2002,Ukraine,Cross Country Skiing,Skiing Events,
2002,Ukraine,Cross Country Skiing,Skiing Events,
2006,Ukraine,Cross Country Skiing,Skiing Events,
2006,Ukraine,Cross Country Skiing,Skiing Events,
2006,Ukraine,Cross Country Skiing,Skiing Events,
2006,Ukraine,Cross Country Skiing,Skiing Events,
2010,Ukraine,Cross Country Skiing,Skiing Events,
1952,Armenia,Wrestling,Combat Sports,
1980,Uzbekistan,Shooting,Target Sports,Silver
1996,Ukraine,Diving,Aquatics,
2016,Ukraine,Canoeing,Paddling Sports,Bronze
2000,Russia,Sailing,Water Sports,
1972,Russia,Ski Jumping,Skiing Events,
2016,Ukraine,Athletics,Multi-Discipline,
1988,Belarus,Boxing,Combat Sports,Gold
2000,Ukraine,Cycling,Cycling,Bronze
2000,Ukraine,Cycling,Cycling,
1996,Uzbekistan,Weightlifting,Miscellaneous,
2014,Russia,Cross Country Skiing,Skiing Events,
2014,Russia,Cross Country Skiing,Skiing Events,Silver
1996,Uzbekistan,Boxing,Combat Sports,
2000,Uzbekistan,Boxing,Combat Sports,
1968,Russia,Cycling,Cycling,
1968,Russia,Cycling,Cycling,
1972,Russia,Cycling,Cycling,
1972,Russia,Cycling,Cycling,Gold
1980,Russia,Cycling,Cycling,
1980,Russia,Cycling,Cycling,Gold
1952,Ukraine,Athletics,Multi-Discipline,
2016,Ukraine,Judo,Combat Sports,
1980,Ukraine,Athletics,Multi-Discipline,
2000,Ukraine,Gymnastics,Gymnastics,
2000,Ukraine,Gymnastics,Gymnastics,
2000,Ukraine,Gymnastics,Gymnastics,
2000,Ukraine,Gymnastics,Gymnastics,
2000,Ukraine,Gymnastics,Gymnastics,
2000,Ukraine,Gymnastics,Gymnastics,
2012,Ukraine,Athletics,Multi-Discipline,
2012,Ukraine,Athletics,Multi-Discipline,
1988,Ukraine,Swimming,Aquatics,
1988,Ukraine,Swimming,Aquatics,
1988,Ukraine,Swimming,Aquatics,Bronze
1988,Ukraine,Swimming,Aquatics,Bronze
1994,Ukraine,Figure Skating,Skating,
1998,Ukraine,Figure Skating,Skating,
2004,Ukraine,Gymnastics,Gymnastics,
2004,Ukraine,Gymnastics,Gymnastics,
2004,Ukraine,Gymnastics,Gymnastics,
2004,Ukraine,Gymnastics,Gymnastics,
2004,Ukraine,Gymnastics,Gymnastics,
2004,Ukraine,Gymnastics,Gymnastics,
1988,Kazakhstan,Football,Team Sports,Gold
2016,Russia,Judo,Combat Sports,
1972,Russia,Wrestling,Combat Sports,Gold
1976,Russia,Wrestling,Combat Sports,Gold
2004,Russia,Athletics,Multi-Discipline,
1998,Russia,Ice Hockey,Skating,Silver
2002,Russia,Ice Hockey,Skating,Bronze
2006,Russia,Ice Hockey,Skating,
1996,Uzbekistan,Canoeing,Paddling Sports,
1956,Russia,Football,Team Sports,Gold
1988,Russia,Ice Hockey,Skating,Gold
2012,Russia,Shooting,Target Sports,
2004,Ukraine,Athletics,Multi-Discipline,
2008,Ukraine,Athletics,Multi-Discipline,
1956,Ukraine,Shooting,Target Sports,
1992,Russia,Athletics,Multi-Discipline,
1996,Belarus,Athletics,Multi-Discipline,
2000,Belarus,Athletics,Multi-Discipline,Bronze
2004,Belarus,Athletics,Multi-Discipline,
2008,Belarus,Athletics,Multi-Discipline,
1996,Ukraine,Cycling,Cycling,
1996,Ukraine,Cycling,Cycling,
2000,Ukraine,Boxing,Combat Sports,
1996,Ukraine,Archery,Target Sports,
1996,Ukraine,Archery,Target Sports,
2004,Ukraine,Handball,Team Sports,Bronze
2000,Russia,Water Polo,Team Sports,Silver
2012,Belarus,Athletics,Multi-Discipline,
2016,Belarus,Athletics,Multi-Discipline,
1998,Kazakhstan,Cross Country Skiing,Skiing Events,
1998,Kazakhstan,Cross Country Skiing,Skiing Events,
1998,Kazakhstan,Cross Country Skiing,Skiing Events,
1998,Kazakhstan,Cross Country Skiing,Skiing Events,
1998,Kazakhstan,Cross Country Skiing,Skiing Events,
2002,Kazakhstan,Cross Country Skiing,Skiing Events,
2002,Kazakhstan,Cross Country Skiing,Skiing Events,
2002,Kazakhstan,Cross Country Skiing,Skiing Events,
2002,Kazakhstan,Cross Country Skiing,Skiing Events,
2002,Kazakhstan,Cross Country Skiing,Skiing Events,
2006,Kazakhstan,Cross Country Skiing,Skiing Events,
2006,Kazakhstan,Cross Country Skiing,Skiing Events,
2006,Kazakhstan,Cross Country Skiing,Skiing Events,
2006,Kazakhstan,Cross Country Skiing,Skiing Events,
2006,Kazakhstan,Cross Country Skiing,Skiing Events,
2010,Kazakhstan,Cross Country Skiing,Skiing Events,
2010,Kazakhstan,Cross Country Skiing,Skiing Events,
2010,Kazakhstan,Cross Country Skiing,Skiing Events,
2010,Kazakhstan,Cross Country Skiing,Skiing Events,
2010,Kazakhstan,Cross Country Skiing,Skiing Events,
2010,Kazakhstan,Cross Country Skiing,Skiing Events,
1956,Ukraine,Canoeing,Paddling Sports,
2004,Russia,Water Polo,Team Sports,
2006,Ukraine,Luge,Sliding,
1972,Belarus,Basketball,Team Sports,Gold
1976,Belarus,Basketball,Team Sports,Bronze
2000,Ukraine,Diving,Aquatics,
2000,Kyrgyzstan,Athletics,Multi-Discipline,
2004,Kyrgyzstan,Athletics,Multi-Discipline,
2008,Kyrgyzstan,Athletics,Multi-Discipline,
2008,Russia,Cycling,Cycling,
1960,Russia,Athletics,Multi-Discipline,
1992,Russia,Bobsleigh,Sliding,
1992,Russia,Bobsleigh,Sliding,
1994,Russia,Bobsleigh,Sliding,
1956,Russia,Fencing,Miscellaneous,
2008,Russia,Swimming,Aquatics,
2008,Russia,Swimming,Aquatics,
2008,Russia,Swimming,Aquatics,
2012,Russia,Swimming,Aquatics,
2012,Russia,Swimming,Aquatics,Bronze
2012,Russia,Swimming,Aquatics,
2016,Russia,Swimming,Aquatics,Silver
2016,Russia,Swimming,Aquatics,Silver
2016,Russia,Swimming,Aquatics,
2012,Uzbekistan,Weightlifting,Miscellaneous,
2016,Uzbekistan,Weightlifting,Miscellaneous,
2004,Ukraine,Athletics,Multi-Discipline,
2004,Ukraine,Athletics,Multi-Discipline,
2008,Ukraine,Athletics,Multi-Discipline,
2006,Ukraine,Biathlon,Skiing Events,Bronze
2006,Ukraine,Biathlon,Skiing Events,
2006,Ukraine,Biathlon,Skiing Events,
2006,Ukraine,Biathlon,Skiing Events,
2006,Ukraine,Biathlon,Skiing Events,
1996,Ukraine,Wrestling,Combat Sports,
2008,Azerbaijan,Rhythmic Gymnastics,Gymnastics,
1996,Armenia,Weightlifting,Miscellaneous,
1996,Armenia,Wrestling,Combat Sports,
2014,Armenia,Cross Country Skiing,Skiing Events,
2004,Russia,Volleyball,Team Sports,Bronze
2000,Kyrgyzstan,Swimming,Aquatics,
1996,Kazakhstan,Swimming,Aquatics,
1996,Kazakhstan,Swimming,Aquatics,
1996,Kazakhstan,Swimming,Aquatics,
1996,Kazakhstan,Swimming,Aquatics,
2000,Russia,Swimming,Aquatics,
1952,Russia,Water Polo,Team Sports,
1956,Ukraine,Athletics,Multi-Discipline,
1964,Russia,Water Polo,Team Sports,Bronze
2002,Russia,Bobsleigh,Sliding,
2006,Russia,Bobsleigh,Sliding,Silver
2010,Russia,Bobsleigh,Sliding,
1988,Kazakhstan,Athletics,Multi-Discipline,Bronze
2004,Kazakhstan,Athletics,Multi-Discipline,
1996,Russia,Swimming,Aquatics,Silver
1996,Russia,Swimming,Aquatics,Silver
2016,Russia,Boxing,Combat Sports,
1996,Kazakhstan,Canoeing,Paddling Sports,
1996,Kazakhstan,Canoeing,Paddling Sports,
1972,Russia,Luge,Sliding,
1972,Russia,Luge,Sliding,
1964,Russia,Speed Skating,Skating,Silver
1964,Russia,Speed Skating,Skating,Silver
1968,Russia,Speed Skating,Skating,
1968,Russia,Speed Skating,Skating,
1992,Russia,Cross Country Skiing,Skiing Events,Silver
1992,Russia,Cross Country Skiing,Skiing Events,Gold
1992,Russia,Cross Country Skiing,Skiing Events,Silver
1992,Russia,Cross Country Skiing,Skiing Events,Gold
1992,Russia,Cross Country Skiing,Skiing Events,Gold
1994,Russia,Cross Country Skiing,Skiing Events,Gold
1994,Russia,Cross Country Skiing,Skiing Events,Silver
1994,Russia,Cross Country Skiing,Skiing Events,
1994,Russia,Cross Country Skiing,Skiing Events,Gold
1994,Russia,Cross Country Skiing,Skiing Events,Gold
2002,Russia,Cross Country Skiing,Skiing Events,
2002,Russia,Cross Country Skiing,Skiing Events,
1956,Russia,Gymnastics,Gymnastics,
1956,Russia,Gymnastics,Gymnastics,Gold
1956,Russia,Gymnastics,Gymnastics,Bronze
1956,Russia,Gymnastics,Gymnastics,
1956,Russia,Gymnastics,Gymnastics,
1956,Russia,Gymnastics,Gymnastics,
1956,Russia,Gymnastics,Gymnastics,
2000,Russia,Athletics,Multi-Discipline,
2004,Russia,Athletics,Multi-Discipline,
1992,Russia,Athletics,Multi-Discipline,Gold
1996,Russia,Athletics,Multi-Discipline,Silver
2000,Russia,Athletics,Multi-Discipline,
2016,Russia,Fencing,Miscellaneous,Gold
2016,Russia,Fencing,Miscellaneous,Gold
1996,Ukraine,Water Polo,Team Sports,
2004,Ukraine,Swimming,Aquatics,
2004,Ukraine,Swimming,Aquatics,
2004,Ukraine,Swimming,Aquatics,
2008,Ukraine,Swimming,Aquatics,
2008,Ukraine,Swimming,Aquatics,
2008,Ukraine,Swimming,Aquatics,
2008,Russia,Shooting,Target Sports,
2008,Russia,Shooting,Target Sports,
2012,Russia,Shooting,Target Sports,
2012,Russia,Shooting,Target Sports,
2012,Russia,Shooting,Target Sports,
1912,Russia,Equestrianism,Equestrianism,
1988,Russia,Cycling,Cycling,Gold
2000,Russia,Cycling,Cycling,
2000,Russia,Cycling,Cycling,Gold
2004,Russia,Cycling,Cycling,
2004,Russia,Cycling,Cycling,Gold
2000,Russia,Athletics,Multi-Discipline,Gold
2004,Kazakhstan,Boxing,Combat Sports,Bronze
2012,Kazakhstan,Boxing,Combat Sports,
2016,Kazakhstan,Boxing,Combat Sports,Gold
1912,Russia,Sailing,Water Sports,
1972,Ukraine,Football,Team Sports,Bronze
1980,Russia,Rowing,Paddling Sports,Silver
2016,Kazakhstan,Weightlifting,Miscellaneous,
2010,Russia,Short Track Speed Skating,Skating,
2010,Russia,Short Track Speed Skating,Skating,
2010,Russia,Short Track Speed Skating,Skating,
2014,Russia,Short Track Speed Skating,Skating,
2014,Russia,Short Track Speed Skating,Skating,
2014,Russia,Short Track Speed Skating,Skating,
2014,Russia,Short Track Speed Skating,Skating,Gold
2008,Ukraine,Triathlon,Multi-Discipline,
2012,Ukraine,Triathlon,Multi-Discipline,
2016,Ukraine,Triathlon,Multi-Discipline,
1976,Russia,Biathlon,Skiing Events,Bronze
1976,Russia,Biathlon,Skiing Events,Gold
1912,Russia,Athletics,Multi-Discipline,
1912,Russia,Athletics,Multi-Discipline,
1956,Ukraine,Athletics,Multi-Discipline,
1998,Russia,Figure Skating,Skating,
1996,Kazakhstan,Weightlifting,Miscellaneous,
1980,Uzbekistan,Hockey,Miscellaneous,Bronze
1952,Ukraine,Rowing,Paddling Sports,Silver
1956,Ukraine,Rowing,Paddling Sports,Bronze
2014,Russia,Ice Hockey,Skating,
2016,Kazakhstan,Canoeing,Paddling Sports,
2000,Russia,Sailing,Water Sports,
2008,Kazakhstan,Canoeing,Paddling Sports,
2008,Kazakhstan,Canoeing,Paddling Sports,
1964,Russia,Boxing,Combat Sports,Bronze
1996,Belarus,Weightlifting,Miscellaneous,
1980,Russia,Judo,Combat Sports,Bronze
2008,Armenia,Wrestling,Combat Sports,
1992,Russia,Cycling,Cycling,
1960,Russia,Sailing,Water Sports,
1996,Russia,Cycling,Cycling,
2000,Russia,Cycling,Cycling,
2004,Russia,Athletics,Multi-Discipline,
2004,Russia,Athletics,Multi-Discipline,
2008,Russia,Athletics,Multi-Discipline,
2016,Kazakhstan,Boxing,Combat Sports,
2004,Ukraine,Athletics,Multi-Discipline,
2006,Kazakhstan,Alpine Skiing,Skiing Events,
2006,Kazakhstan,Alpine Skiing,Skiing Events,
1998,Kazakhstan,Ice Hockey,Skating,
2006,Kazakhstan,Ice Hockey,Skating,
2012,Armenia,Taekwondo,Combat Sports,
1988,Russia,Boxing,Combat Sports,
2012,Kazakhstan,Taekwondo,Combat Sports,
2016,Kazakhstan,Canoeing,Paddling Sports,
2016,Kazakhstan,Canoeing,Paddling Sports,
2004,Kazakhstan,Gymnastics,Gymnastics,
2004,Kazakhstan,Gymnastics,Gymnastics,
2004,Kazakhstan,Gymnastics,Gymnastics,
2004,Kazakhstan,Gymnastics,Gymnastics,
2004,Kazakhstan,Gymnastics,Gymnastics,
2004,Kazakhstan,Gymnastics,Gymnastics,
2004,Kazakhstan,Gymnastics,Gymnastics,
1998,Belarus,Ice Hockey,Skating,
2016,Russia,Volleyball,Team Sports,
1952,Russia,Sailing,Water Sports,
1996,Ukraine,Gymnastics,Gymnastics,
1996,Ukraine,Gymnastics,Gymnastics,Bronze
1996,Ukraine,Gymnastics,Gymnastics,
1996,Ukraine,Gymnastics,Gymnastics,
1996,Ukraine,Gymnastics,Gymnastics,
1996,Ukraine,Gymnastics,Gymnastics,
1996,Ukraine,Gymnastics,Gymnastics,
2004,Russia,Synchronized Swimming,Aquatics,Gold
2004,Russia,Synchronized Swimming,Aquatics,Gold
2008,Russia,Synchronized Swimming,Aquatics,Gold
2008,Russia,Synchronized Swimming,Aquatics,Gold
1996,Estonia,Fencing,Miscellaneous,
1996,Estonia,Fencing,Miscellaneous,
2000,Russia,Fencing,Miscellaneous,Gold
2004,Russia,Fencing,Miscellaneous,
2004,Russia,Fencing,Miscellaneous,Gold
1992,Russia,Swimming,Aquatics,
1992,Russia,Swimming,Aquatics,
1992,Russia,Swimming,Aquatics,
1996,Kazakhstan,Swimming,Aquatics,
1996,Kazakhstan,Swimming,Aquatics,
1976,Russia,Volleyball,Team Sports,Silver
1980,Russia,Volleyball,Team Sports,Gold
2000,Russia,Beach Volleyball,Team Sports,
1976,Russia,Rowing,Paddling Sports,Silver
1996,Russia,Shooting,Target Sports,
1992,Russia,Luge,Sliding,
1988,Belarus,Athletics,Multi-Discipline,
2000,Uzbekistan,Wrestling,Combat Sports,
2000,Ukraine,Rhythmic Gymnastics,Gymnastics,
2012,Russia,Athletics,Multi-Discipline,
2016,Russia,Handball,Team Sports,Gold
2000,Uzbekistan,Athletics,Multi-Discipline,
1956,Russia,Cross Country Skiing,Skiing Events,Silver
1956,Russia,Cross Country Skiing,Skiing Events,Silver
1960,Russia,Cross Country Skiing,Skiing Events,Bronze
1960,Russia,Cross Country Skiing,Skiing Events,Silver
1992,Russia,Short Track Speed Skating,Skating,
1976,Ukraine,Athletics,Multi-Discipline,
1972,Belarus,Swimming,Aquatics,
1972,Belarus,Swimming,Aquatics,
2006,Kazakhstan,Cross Country Skiing,Skiing Events,
2006,Kazakhstan,Cross Country Skiing,Skiing Events,
2006,Kazakhstan,Cross Country Skiing,Skiing Events,
1980,Russia,Basketball,Team Sports,Bronze
1996,Russia,Water Polo,Team Sports,
2000,Russia,Water Polo,Team Sports,Silver
2004,Russia,Water Polo,Team Sports,Bronze
2016,Kazakhstan,Taekwondo,Combat Sports,
1980,Russia,Archery,Target Sports,
1988,Russia,Archery,Target Sports,Bronze
1988,Russia,Archery,Target Sports,
1992,Russia,Archery,Target Sports,
1992,Russia,Archery,Target Sports,
1972,Russia,Rowing,Paddling Sports,
1976,Russia,Rowing,Paddling Sports,Gold
2010,Russia,Speed Skating,Skating,
2010,Russia,Speed Skating,Skating,
2014,Russia,Speed Skating,Skating,
2014,Russia,Speed Skating,Skating,
2014,Russia,Speed Skating,Skating,
2014,Russia,Speed Skating,Skating,
1988,Russia,Ski Jumping,Skiing Events,
1992,Russia,Ski Jumping,Skiing Events,
1992,Russia,Ski Jumping,Skiing Events,
1992,Russia,Ski Jumping,Skiing Events,
1994,Russia,Ski Jumping,Skiing Events,
1994,Russia,Ski Jumping,Skiing Events,
1994,Russia,Ski Jumping,Skiing Events,
2000,Russia,Athletics,Multi-Discipline,
2004,Russia,Athletics,Multi-Discipline,
2008,Russia,Athletics,Multi-Discipline,
2016,Belarus,Synchronized Swimming,Aquatics,
1968,Russia,Equestrianism,Equestrianism,
1968,Russia,Equestrianism,Equestrianism,
2008,Russia,Handball,Team Sports,
2000,Kazakhstan,Gymnastics,Gymnastics,
2000,Kazakhstan,Gymnastics,Gymnastics,
2000,Kazakhstan,Gymnastics,Gymnastics,
2000,Kazakhstan,Gymnastics,Gymnastics,
2000,Kazakhstan,Gymnastics,Gymnastics,
2004,Russia,Athletics,Multi-Discipline,
1996,Ukraine,Archery,Target Sports,
1996,Ukraine,Archery,Target Sports,
1988,Russia,Basketball,Team Sports,Bronze
1988,Russia,Cycling,Cycling,
1972,Russia,Football,Team Sports,Bronze
1988,Ukraine,Athletics,Multi-Discipline,
1992,Ukraine,Athletics,Multi-Discipline,
1988,Russia,Swimming,Aquatics,Silver
1988,Russia,Swimming,Aquatics,
1988,Russia,Swimming,Aquatics,Bronze
1964,Russia,Rowing,Paddling Sports,
2008,Kazakhstan,Athletics,Multi-Discipline,
1996,Russia,Water Polo,Team Sports,
2008,Russia,Weightlifting,Miscellaneous,Bronze
2012,Russia,Weightlifting,Miscellaneous,
1988,Kazakhstan,Athletics,Multi-Discipline,
1980,Russia,Athletics,Multi-Discipline,
2002,Russia,Short Track Speed Skating,Skating,
2002,Russia,Short Track Speed Skating,Skating,
2002,Russia,Short Track Speed Skating,Skating,
2010,Russia,Short Track Speed Skating,Skating,
2010,Russia,Short Track Speed Skating,Skating,
1996,Ukraine,Badminton,Racquet Sports,
1996,Ukraine,Badminton,Racquet Sports,
2000,Ukraine,Badminton,Racquet Sports,
2000,Ukraine,Badminton,Racquet Sports,
1994,Russia,Ice Hockey,Skating,
2002,Russia,Curling,Skating,
2006,Russia,Curling,Skating,
2010,Russia,Curling,Skating,
2016,Russia,Volleyball,Team Sports,
2004,Russia,Gymnastics,Gymnastics,
2004,Russia,Gymnastics,Gymnastics,Bronze
2004,Russia,Gymnastics,Gymnastics,
2004,Russia,Gymnastics,Gymnastics,
2008,Russia,Gymnastics,Gymnastics,
2008,Russia,Gymnastics,Gymnastics,
2008,Russia,Gymnastics,Gymnastics,
2016,Uzbekistan,Weightlifting,Miscellaneous,
1960,Russia,Ice Hockey,Skating,Bronze
2016,Azerbaijan,Rowing,Paddling Sports,
2004,Kazakhstan,Cycling,Cycling,
2004,Kazakhstan,Cycling,Cycling,
1972,Uzbekistan,Cycling,Cycling,
2016,Russia,Trampolining,Gymnastics,
1998,Belarus,Alpine Skiing,Skiing Events,
2000,Russia,Swimming,Aquatics,
2000,Russia,Swimming,Aquatics,
2010,Russia,Skeleton,Sliding,
1988,Russia,Modern Pentathlon,Multi-Discipline,
1988,Russia,Modern Pentathlon,Multi-Discipline,
1956,Russia,Athletics,Multi-Discipline,
2004,Russia,Judo,Combat Sports,
1988,Kazakhstan,Hockey,Miscellaneous,
1992,Kazakhstan,Hockey,Miscellaneous,
2000,Uzbekistan,Boxing,Combat Sports,
1952,Belarus,Athletics,Multi-Discipline,
1956,Belarus,Athletics,Multi-Discipline,
1956,Belarus,Athletics,Multi-Discipline,
1976,Russia,Wrestling,Combat Sports,Gold
1992,Russia,Rowing,Paddling Sports,
1998,Ukraine,Freestyle Skiing,Skiing Events,
1956,Russia,Swimming,Aquatics,Bronze
2008,Kazakhstan,Shooting,Target Sports,
2008,Kazakhstan,Shooting,Target Sports,
2016,Kazakhstan,Shooting,Target Sports,
2016,Kazakhstan,Shooting,Target Sports,
2008,Tajikistan,Boxing,Combat Sports,
2012,Tajikistan,Boxing,Combat Sports,
2016,Tajikistan,Boxing,Combat Sports,
1996,Uzbekistan,Canoeing,Paddling Sports,
1976,Ukraine,Swimming,Aquatics,
1976,Ukraine,Swimming,Aquatics,Silver
1976,Ukraine,Swimming,Aquatics,
2000,Ukraine,Athletics,Multi-Discipline,
2004,Ukraine,Athletics,Multi-Discipline,
2008,Ukraine,Athletics,Multi-Discipline,Bronze
2012,Ukraine,Athletics,Multi-Discipline,
1996,Ukraine,Canoeing,Paddling Sports,
1996,Ukraine,Canoeing,Paddling Sports,
1996,Kazakhstan,Boxing,Combat Sports,
2008,Belarus,Athletics,Multi-Discipline,
1972,Ukraine,Canoeing,Paddling Sports,
1976,Ukraine,Canoeing,Paddling Sports,Silver
1980,Ukraine,Canoeing,Paddling Sports,Bronze
2004,Russia,Water Polo,Team Sports,Bronze
2012,Belarus,Canoeing,Paddling Sports,
1996,Belarus,Gymnastics,Gymnastics,
1996,Belarus,Gymnastics,Gymnastics,
1996,Belarus,Gymnastics,Gymnastics,
1996,Belarus,Gymnastics,Gymnastics,
1996,Belarus,Gymnastics,Gymnastics,
1996,Belarus,Gymnastics,Gymnastics,
2010,Russia,Bobsleigh,Sliding,
2000,Ukraine,Athletics,Multi-Discipline,
2008,Kazakhstan,Shooting,Target Sports,
2008,Kazakhstan,Shooting,Target Sports,
2008,Kazakhstan,Shooting,Target Sports,
2016,Kazakhstan,Shooting,Target Sports,
2016,Kazakhstan,Shooting,Target Sports,
2016,Kazakhstan,Shooting,Target Sports,
1996,Belarus,Athletics,Multi-Discipline,
1996,Russia,Synchronized Swimming,Aquatics,
1924,Russia,Art Competitions,Miscellaneous,
2008,Belarus,Athletics,Multi-Discipline,
2000,Russia,Fencing,Miscellaneous,
2000,Russia,Fencing,Miscellaneous,
2004,Russia,Fencing,Miscellaneous,
1992,Russia,Ice Hockey,Skating,Gold
1998,Russia,Ice Hockey,Skating,Silver
